Postcode,1 pallet,2 pallets,3 pallets,4 pallets,5 pallets,6 pallets,7 pallets,8 pallets,9 pallets,10 pallets,11 pallets,12 pallets,13 pallets,14 pallets,15 pallets,16 pallets,17 pallets,18 pallets,19 pallets,20 pallets,21 pallets,22 pallets,23 pallets,24 pallets,25 pallets,26 pallets
PA11,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA12,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA13,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA14,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA15,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA16,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA17,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA18,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PA19,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
PL,74.58,147.15,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,233.78","1,250.00","1,250.00","1,250.00","1,250.00","1,250.00","1,250.00","1,250.00","1,250.00","1,250.00"
DD,105.97,205.55,296.19,386.80,480.38,572.45,663.03,755.80,850.28,944.75,"1,039.23","1,133.71","1,228.18","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00","1,295.00"
TR,98.58,195.15,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY1,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY2,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY3,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY4,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY5,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY6,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY7,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY8,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY9,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY10,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY11,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY12,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY13,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY14,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY15,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY16,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KY99,86.82,164.69,241.30,310.24,383.01,459.61,536.21,612.81,689.42,766.02,842.62,919.22,995.82,"1,072.42","1,149.03","1,225.63","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00"
KA27,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
KA28,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PO30,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO31,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO32,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO33,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO34,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO35,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO36,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO37,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO38,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO39,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO40,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
PO41,99.58,195.33,289.81,379.18,469.13,558.95,647.28,735.60,823.93,919.25,"1,014.58","1,109.90","1,205.23","1,300.55","1,395.88","1,491.20","1,586.53","1,681.85","1,777.18","1,872.50","1,967.83","2,063.15","2,158.48","2,253.80","2,349.13","2,444.45"
AB10,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB11,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB12,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB13,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB14,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB15,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB16,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB21,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB22,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB23,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB24,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB25,98.58,196.61,294.73,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB30,98.58,196.61,294.92,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB31,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB32,98.58,196.61,294.92,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB39,98.58,196.61,294.92,390.80,485.38,578.45,670.03,761.60,853.18,951.75,"1,050.33","1,148.90","1,247.48","1,346.05","1,444.63","1,543.20","1,641.78","1,740.35","1,838.93","1,937.50","2,036.08","2,134.65","2,233.23","2,331.80","2,430.38","2,528.95"
AB41,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB42,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB51,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB52,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB53,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB54,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB55,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
AB56,98.31,196.61,294.92,383.01,469.18,563.01,656.84,750.67,844.50,938.33,"1,032.17","1,126.00","1,219.83","1,313.66","1,407.49","1,501.32","1,595.15","1,688.98","1,782.81","1,876.64","1,970.48","2,064.31","2,158.14","2,251.97","2,345.80","2,439.63"
FK15,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,263.93","1,334.15","1,404.36","1,474.58","1,544.80","1,615.02","1,685.24","1,755.46","1,825.67"
FK16,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,263.93","1,334.15","1,404.36","1,474.58","1,544.80","1,615.02","1,685.24","1,755.46","1,825.67"
FK17,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,263.93","1,334.15","1,404.36","1,474.58","1,544.80","1,615.02","1,685.24","1,755.46","1,825.67"
FK18,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,263.93","1,334.15","1,404.36","1,474.58","1,544.80","1,615.02","1,685.24","1,755.46","1,825.67"
FK19,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,"1,053.27","1,123.49","1,193.71","1,263.93","1,334.15","1,404.36","1,474.58","1,544.80","1,615.02","1,685.24","1,755.46","1,825.67"
FK20,87.58,173.15,261.73,346.80,430.38,512.45,593.03,673.60,754.18,841.75,929.33,"1,016.90","1,104.48","1,192.05","1,279.63","1,367.20","1,454.78","1,542.35","1,629.93","1,717.50","1,805.08","1,892.65","1,980.23","2,067.80","2,155.38","2,242.95"
FK21,87.58,173.15,261.73,346.80,430.38,512.45,593.03,673.60,754.18,841.75,929.33,"1,016.90","1,104.48","1,192.05","1,279.63","1,367.20","1,454.78","1,542.35","1,629.93","1,717.50","1,805.08","1,892.65","1,980.23","2,067.80","2,155.38","2,242.95"
HS1,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS2,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS3,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS4,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS5,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS6,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS7,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS8,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
HS9,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA20,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA41,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA42,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA43,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA44,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA45,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA46,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA47,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA48,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA49,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA60,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA61,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA62,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
PA63,187.67,357.47,536.21,714.95,893.69,"1,081.36","1,269.03","1,456.71","1,644.38","1,832.06","2,019.73","2,207.41","2,395.08","2,582.75","2,770.43","2,958.10","3,145.78","3,333.45","3,521.12","3,708.80","3,896.47","4,084.15","4,271.82","4,459.50","4,647.17","4,834.84"
